Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,√x (sx) error ,Pauli-X error ,ECR error ,Gate time (ns)
233,65.81111547373116,54.70534975847546,5.245132862122403,-0.2999965484988351,0.014699999999999935,0.0174,0.01200000000000001,2000,0.0012279427685689414,0.0012279427685689414,0.0012279427685689414,undefined,undefined
234,83.59728415230202,11.354371720658941,5.159255693042109,-0.3012788812551619,0.0796,0.08499999999999996,0.0742,2000,0.0011319479592468771,0.0011319479592468771,0.0011319479592468771,234_219:0.03345981747077734,234_219:660
235,undefined,undefined,0,0,1,undefined,undefined,2000,1,1,1,235_257:1,235_257:135
236,82.59826710457821,89.9022188953615,5.072992121051529,-0.301865237551828,0.011399999999999966,0.0116,0.011199999999999988,2000,0.0005184347629363863,0.0005184347629363863,0.0005184347629363863,236_227:0.02760437089040349,236_227:1060
237,114.55767934067521,33.252550675637075,5.027955050342752,-0.3041130627788883,0.05666666666666664,0.06999999999999995,0.043333333333333335,2000,0.0006020775594085956,0.0006020775594085956,0.0006020775594085956,237_230:0.015484354313012733; 237_238:0.03054100537537982,237_230:660; 237_238:660
238,87.45394582338275,23.65766222796931,5.187254343627531,-0.2995640356266727,0.16500000000000004,0.18666666666666668,0.1433333333333333,2000,0.00045067564787773393,0.00045067564787773393,0.00045067564787773393,238_239:0.03138522763809076,238_239:660
239,121.11247853466139,51.63932543387541,5.071620017535336,-0.3037081730732548,0.02289999999999992,0.023399999999999976,0.0224,2000,0.00043676840331476313,0.00043676840331476313,0.00043676840331476313,239_240:0.013478523717404683,239_240:660
240,167.3376703723165,123.61958314075531,4.92990085593432,-0.3046962913200911,0.21050000000000002,0.1996,0.22140000000000004,2000,0.0003745681680403008,0.0003745681680403008,0.0003745681680403008,undefined,undefined
241,103.54322606441309,75.54525216490033,5.260921847957955,-0.3000148348810794,0.014100000000000001,0.0206,0.007600000000000051,2000,0.0003859349127623795,0.0003859349127623795,0.0003859349127623795,241_242:0.014175072249364679; 241_240:0.022818985394929353; 241_231:0.016690463323216637,241_242:660; 241_240:660; 241_231:660
242,81.58222755620453,184.47246254862685,5.094857600165173,-0.3007795740921477,0.1439999999999999,0.1484,0.13959999999999995,2000,0.0005057351553269314,0.0005057351553269314,0.0005057351553269314,242_243:0.015077575996638365,242_243:660
243,129.69247394396402,82.92541653155477,5.20246533914334,-0.3016420210704207,0.009500000000000064,0.012,0.007000000000000006,2000,0.0006540791609588231,0.0006540791609588231,0.0006540791609588231,243_244:0.012927906390844929,243_244:660
244,74.94444387429016,39.77389179006215,5.293391381149944,-0.29895294918248144,0.012900000000000023,0.014000000000000012,0.0118,2000,0.0006405485921147765,0.0006405485921147765,0.0006405485921147765,244_245:0.03408934632205329,244_245:660
245,74.45910541795917,72.96743783645825,5.208186838824155,-0.30120142541099754,0.021299999999999986,0.020199999999999996,0.0224,2000,0.00046658257773053274,0.00046658257773053274,0.00046658257773053274,245_246:0.019814923660952555; 245_232:0.01979551474912819,245_246:660; 245_232:660
246,44.744943856287996,11.98214659309653,5.374357277700101,-0.2952904053089633,0.02639999999999998,0.024599999999999955,0.0282,2000,0.0007394774940506036,0.0007394774940506036,0.0007394774940506036,246_247:0.01722046201169214,246_247:660
247,106.20270300814018,65.9052824999556,5.147554212172585,-0.3018517880309403,0.03939999999999999,0.0454,0.033399999999999985,2000,0.0005876601817355058,0.0005876601817355058,0.0005876601817355058,247_248:0.016193493027624628,247_248:660
248,106.36929422635424,63.91977655521363,4.984279540193719,-0.3034992552423147,0.050000000000000044,0.05279999999999996,0.0472,2000,0.0005379107251348636,0.0005379107251348636,0.0005379107251348636,248_249:0.011128281668121354,248_249:660
249,120.72642838181632,118.59999047401952,5.0338883613668735,-0.30365242849457713,0.08760000000000001,0.129,0.0462,2000,0.000330602177845547,0.000330602177845547,0.000330602177845547,249_233:0.014699105221448988,249_233:660
250,48.27315074707055,23.294247996105543,5.4399990852122295,-0.29379554595470353,0.07310000000000005,0.07820000000000005,0.068,2000,0.0013457520496994264,0.0013457520496994264,0.0013457520496994264,250_249:0.017265281277420885; 250_251:0.02624149110088772,250_249:860; 250_251:660
251,77.4546615248011,47.69028636120168,5.1821829427592325,-0.3019300448952859,0.02100000000000002,0.023,0.019000000000000017,2000,0.0005245706513492675,0.0005245706513492675,0.0005245706513492675,251_252:0.03712763366812821,251_252:660
252,94.7707994385881,91.16673192055806,5.029637856780065,-0.3029347919100045,0.017300000000000093,0.02180000000000004,0.0128,2000,0.0004497448393544631,0.0004497448393544631,0.0004497448393544631,252_253:0.01292221501988794,252_253:660
253,119.57962062913579,66.27858435194476,5.128396951815082,-0.30197640457363095,0.012399999999999967,0.016800000000000037,0.008,2000,0.0005411197392235109,0.0005411197392235109,0.0005411197392235109,253_254:0.019154338899416062; 253_234:0.020634585659803056,253_254:660; 253_234:660
254,72.05281951170264,49.21282818035506,5.318906791349886,-0.29636443923171785,0.01770000000000005,0.0204,0.015000000000000013,2000,0.0007614508937430975,0.0007614508937430975,0.0007614508937430975,254_255:0.026551371890343345,254_255:660
255,48.68582110388467,27.595936577490846,5.124817909742861,-0.20785155238532746,0.12319999999999998,0.10499999999999998,0.1414,2000,0.007517630323822311,0.007517630323822311,0.007517630323822311,255_256:1,255_256:135
256,undefined,undefined,0,0,1,undefined,undefined,2000,1,1,1,256_257:1,256_257:135
257,undefined,undefined,0,0,1,undefined,undefined,2000,1,1,1,257_258:1,257_258:135
258,undefined,undefined,0,0,1,undefined,undefined,2000,1,1,1,258_259:1,258_259:135
259,undefined,undefined,0,0,1,undefined,undefined,2000,1,1,1,259_260:1; 259_269:1,259_260:135; 259_269:135
260,112.78363213507555,45.96305398841044,5.225541587910581,-0.26587357537167394,0.07420000000000004,0.0842,0.06420000000000003,2000,0.0012064834450626837,0.0012064834450626837,0.0012064834450626837,260_261:0.02443541096779689,260_261:660
261,100.87768541916884,59.83113009267282,5.259781618631194,-0.30008586699529916,0.06166666666666676,0.08333333333333337,0.04,2000,0.0005265275914804987,0.0005265275914804987,0.0005265275914804987,261_236:0.017343442308710877,261_236:660
262,14.103241087616333,16.072205518049845,5.485083932502957,-0.3133714889773246,0.09166666666666667,0.06333333333333334,0.12,2000,0.005417092505489508,0.005417092505489508,0.005417092505489508,262_263:0.08113080636295061; 262_261:0.08556869012238529,262_263:660; 262_261:660
263,78.82711190225187,81.87006187349353,5.371611770171417,-0.29816820937094524,0.18833333333333335,0.23333333333333334,0.1433333333333333,2000,0.0005386936619373063,0.0005386936619373063,0.0005386936619373063,undefined,undefined
264,99.69508084576046,66.21412180806253,5.299513294903648,-0.29946561190160703,0.08350000000000002,0.04720000000000002,0.1198,2000,0.0005387094211019666,0.0005387094211019666,0.0005387094211019666,264_239:0.0160833840821748; 264_273:0.012785427232568591,264_239:660; 264_273:660
265,57.689889118836454,102.11016929807292,5.098318435148586,-0.3025638694521276,0.022699999999999942,0.0236,0.02180000000000004,2000,0.0007849111338951965,0.0007849111338951965,0.0007849111338951965,265_243:0.018832043629585016; 265_277:0.01978153787512002,265_243:660; 265_277:660
266,76.03013813927957,50.157769423133615,5.176757405477868,-0.3017260875818362,0.08420000000000005,0.0742,0.09419999999999995,2000,0.0008007700953906156,0.0008007700953906156,0.0008007700953906156,266_281:0.02090543870891798; 266_247:0.02082685333934417,266_281:660; 266_247:660
267,82.18711892230331,31.76905236669132,5.150392793968557,-0.2671769152960696,0.0494,0.05779999999999996,0.041,2000,0.0018396226486951052,0.0018396226486951052,0.0018396226486951052,267_251:0.022333327811903392; 267_285:0.02043358017233804,267_251:660; 267_285:660
268,37.725326531262745,60.67713150829787,5.208426600274912,-0.30032423295904137,0.033500000000000085,0.03200000000000003,0.035,2000,0.0006869501885099388,0.0006869501885099388,0.0006869501885099388,268_289:0.018031461204599974; 268_255:0.03532790010316156,268_289:660; 268_255:660
269,undefined,undefined,0,0,1,undefined,undefined,2000,1,1,1,269_293:1,269_293:135
270,60.87082534811352,81.48967421979934,5.315291843168621,-0.2984594230234986,0.019299999999999984,0.0182,0.020399999999999974,2000,0.0029411756257785603,0.0029411756257785603,0.0029411756257785603,270_263:0.04959341961432906; 270_297:0.01683907316587871,270_263:660; 270_297:660
271,107.34423316938867,13.547093219663164,5.099310676393183,-0.3019512435712051,0.011700000000000044,0.013399999999999967,0.01,2000,0.00048591226095422645,0.00048591226095422645,0.00048591226095422645,271_272:0.01673839961187265,271_272:660
272,76.44880902187317,20.222111678209995,5.2776776805176,-0.2982985527150365,0.018799999999999928,0.0212,0.01639999999999997,2000,0.0006047080959153787,0.0006047080959153787,0.0006047080959153787,272_273:0.02311433964506293,272_273:660
273,128.73862524376077,50.143831619927724,4.918705433829192,-0.3059774966938032,0.02200000000000002,0.022800000000000042,0.0212,2000,0.0004943644425814581,0.0004943644425814581,0.0004943644425814581,undefined,undefined
274,146.1448359076296,85.01080154480695,5.127189801763347,-0.301068653362554,0.0998,0.1026,0.09699999999999998,2000,0.00038284391711327135,0.00038284391711327135,0.00038284391711327135,274_273:0.008946382951280474; 274_275:0.009664331746101373,274_273:660; 274_275:660
275,93.80113131103138,42.21739562592217,5.037923958563692,-0.30328277538751186,0.06340000000000001,0.0706,0.05620000000000003,2000,0.0006379523853407453,0.0006379523853407453,0.0006379523853407453,275_276:0.017133587572346287,275_276:660
276,95.26692879768876,106.33782843333391,5.188669688109009,-0.2997889984949975,0.2007,0.20220000000000005,0.1992,2000,0.00036115102818346927,0.00036115102818346927,0.00036115102818346927,276_277:0.014209530205095189,276_277:660
277,126.51612547348661,85.6430545543303,5.2451759159280655,-0.30050557586502297,0.2108,0.2074,0.21419999999999995,2000,0.0017006492214425516,0.0017006492214425516,0.0017006492214425516,277_278:0.041562075605361126,277_278:660
278,139.0777233428492,13.542154194773387,5.267924632140074,-0.29886027471305787,0.15649999999999997,0.1578,0.1552,2000,0.0013251681869936665,0.0013251681869936665,0.0013251681869936665,278_279:0.025802169268997394,278_279:660
279,97.52218559346883,57.0748749232644,5.184751200274925,-0.30011079555133424,0.012699999999999934,0.014399999999999968,0.011,2000,0.000511610507752784,0.000511610507752784,0.000511610507752784,279_280:0.02154708829980931,279_280:660
280,112.85652673842141,90.33405403200581,5.261219201528156,-0.298908322452043,0.009500000000000064,0.01319999999999999,0.0058,2000,0.0004635866001080475,0.0004635866001080475,0.0004635866001080475,280_281:0.012228813275135891,280_281:660
281,139.52197403140266,105.59092470902019,5.126405711113971,-0.3017681782524309,0.047599999999999976,0.0434,0.05179999999999996,2000,0.0004099485551309102,0.0004099485551309102,0.0004099485551309102,281_282:0.017020127027781745,281_282:660
282,61.19030405447496,63.75327827491017,5.296170076575103,-0.29764477592448063,0.007800000000000029,0.005600000000000049,0.01,2000,0.0004714478536460147,0.0004714478536460147,0.0004714478536460147,282_283:0.06132691911643151,282_283:660
283,15.033592280222452,20.68283765930971,5.221381179304446,-0.30003811480799836,0.018333333333333313,0.033333333333333326,0.0033333333333333335,2000,0.008600081363444898,0.008600081363444898,0.008600081363444898,283_284:0.05082917272578022,283_284:660
284,135.4846885765919,86.83572796127402,5.123337279800898,-0.3008387712621624,0.011299999999999977,0.010199999999999987,0.0124,2000,0.00032697595359064267,0.00032697595359064267,0.00032697595359064267,284_285:0.020145819259650005,284_285:660
285,126.02066388802025,43.234591527910666,5.00233096562129,-0.30436759208962394,0.01419999999999999,0.0196,0.00880000000000003,2000,0.0006809432830727021,0.0006809432830727021,0.0006809432830727021,undefined,undefined
286,101.43322677717157,96.9198871263039,5.373685763467484,-0.2956623422406712,0.01419999999999999,0.0172,0.011199999999999988,2000,0.0004656984821310589,0.0004656984821310589,0.0004656984821310589,286_285:0.02430845314867866; 286_287:0.020756277263947936,286_285:660; 286_287:660
287,40.33458535713689,11.303926842773388,5.220585095772574,-0.29982019085381106,0.04749999999999999,0.0494,0.045599999999999974,2000,0.0005538810651261792,0.0005538810651261792,0.0005538810651261792,287_288:0.02308576576136845,287_288:660
288,100.71039354453526,29.080212926276168,5.182287743324618,-0.2722437025386814,0.09830000000000005,0.097,0.09960000000000002,2000,0.0011874977256698968,0.0011874977256698968,0.0011874977256698968,288_289:0.021457604502549937,288_289:660
289,139.3714857915834,10.008622687121768,5.074201310974332,-0.30287889494790304,0.018100000000000005,0.01880000000000004,0.0174,2000,0.0005629578210275392,0.0005629578210275392,0.0005629578210275392,289_290:1,289_290:135
290,undefined,undefined,0,0,1,undefined,undefined,2000,1,1,1,290_291:1,290_291:135
291,undefined,undefined,0,0,1,undefined,undefined,2000,1,1,1,291_292:1; 291_303:1,291_292:135; 291_303:135
292,undefined,undefined,0,0,1,undefined,undefined,2000,1,1,1,292_293:1,292_293:135
293,undefined,undefined,0,0,1,undefined,undefined,2000,1,1,1,293_294:1,293_294:135
294,68.0909595805871,71.59330147265078,5.049441816553037,-0.30191500461419424,0.050999999999999934,0.0676,0.0344,2000,0.0008560372456555903,0.0008560372456555903,0.0008560372456555903,294_295:0.01550850432341841,294_295:660
295,59.694250938402334,57.71661827176947,5.176869495159364,-0.30078017641600063,0.017199999999999993,0.016599999999999948,0.0178,2000,0.00044041472994264076,0.00044041472994264076,0.00044041472994264076,295_296:0.01732130969459772,295_296:660
296,109.18093495225169,111.80394697415832,5.268688997069554,-0.2983187113290411,0.08599999999999997,0.0758,0.09619999999999995,2000,0.000849528628187047,0.000849528628187047,0.000849528628187047,296_297:0.03372708421153506,296_297:660
297,144.7776193354933,63.081692403122325,5.106348331149894,-0.3021444393663949,0.011700000000000044,0.0126,0.010800000000000032,2000,0.00032268622830509356,0.00032268622830509356,0.00032268622830509356,undefined,undefined
298,67.98353420866012,95.22964798711314,5.141165715908264,-0.30202803707251347,0.022199999999999998,0.0244,0.020000000000000018,2000,0.0005862881932642627,0.0005862881932642627,0.0005862881932642627,298_271:0.015675546481480812,298_271:660
299,87.19600991771831,117.3769129752033,5.007469820514566,-0.30340847218089895,0.15859999999999996,0.1544,0.16279999999999994,2000,0.0007180729256427302,0.0007180729256427302,0.0007180729256427302,299_275:0.020955033840853593,299_275:660
300,55.16635722681813,37.878659294793316,5.226789378525673,-0.3005620966199945,0.029400000000000093,0.033,0.025800000000000045,2000,0.0005102240544020742,0.0005102240544020742,0.0005102240544020742,300_279:0.013997054776388684,300_279:660
301,11.496119736645449,9.76781385081274,5.031969907373087,-0.302499310571087,0.053333333333333344,0.10333333333333333,0.0033333333333332993,2000,0.0101240758559231,0.0101240758559231,0.0101240758559231,301_283:0.10112784147732212,301_283:660
302,75.3950204257566,90.16490569158653,5.102899163256355,-0.30184603488623335,0.05159999999999998,0.06459999999999999,0.0386,2000,0.00043564147098550733,0.00043564147098550733,0.00043564147098550733,302_287:0.024125626998375727,302_287:660
303,70.73692744434244,21.995121000662188,5.238920494185035,-0.29998580949473735,0.07409999999999994,0.06599999999999995,0.0822,2000,0.0005924680814237299,0.0005924680814237299,0.0005924680814237299,undefined,undefined
304,85.29004436485648,106.15821146564492,5.1301907401112015,-0.3016692992140221,0.050000000000000044,0.0526,0.0474,2000,0.0011334621876357793,0.0011334621876357793,0.0011334621876357793,304_295:0.01441816036905863,304_295:660
305,68.6293344001087,53.1439957647047,5.037720155768259,-0.30374782036640147,0.043333333333333335,0.03333333333333333,0.053333333333333344,2000,0.00040216690226691935,0.00040216690226691935,0.00040216690226691935,305_298:0.012718749741605584; 305_306:1,305_298:660; 305_306:660
306,124.71302643218347,48.420614906455384,4.988707185835773,-0.22532220567693187,0.20166666666666666,0.17333333333333334,0.22999999999999998,2000,0.001901639251033391,0.001901639251033391,0.001901639251033391,306_307:1,306_307:135
307,undefined,undefined,0,0,1,undefined,undefined,2000,1,1,1,307_332:1; 307_308:1,307_332:135; 307_308:135
308,71.50639888477613,119.1242922379483,5.142977101362586,-0.30152264407403734,0.011400000000000077,0.0138,0.009000000000000008,2000,0.0003611074400827819,0.0003611074400827819,0.0003611074400827819,308_309:0.012209741477108238,308_309:660
309,89.32071418362145,62.4317441267773,5.093586525091298,-0.30285434474899087,0.0232,0.0242,0.022199999999999998,2000,0.00035590147565671973,0.00035590147565671973,0.00035590147565671973,309_310:0.017376862255040898; 309_299:0.0156187039347839,309_310:660; 309_299:660
310,48.852112426235124,78.96373158293108,5.278027828117944,-0.29731607251233155,0.0129999999999999,0.0156,0.010399999999999965,2000,0.0005422973964683632,0.0005422973964683632,0.0005422973964683632,310_311:0.016920068658035803,310_311:660
311,102.59008664661893,93.70178021528227,5.1804414009923345,-0.3020229064890962,0.013700000000000045,0.017,0.010399999999999965,2000,0.0004766196061995184,0.0004766196061995184,0.0004766196061995184,311_312:0.017807080041561174,311_312:660
312,102.69059010668362,123.91788163898195,4.998228574318332,-0.3036375592473454,0.01100000000000001,0.0138,0.008199999999999985,2000,0.0004207124896562601,0.0004207124896562601,0.0004207124896562601,312_313:0.013958669522715406,312_313:660
313,78.60421111602956,46.56870075992073,5.16315997304377,-0.3017322840753194,0.035699999999999954,0.035599999999999965,0.0358,2000,0.00045671836459380583,0.00045671836459380583,0.00045671836459380583,313_300:0.017288598836312452,313_300:660
314,33.62991360713465,23.241580122231586,5.425051983853445,-0.29396750419740486,0.043333333333333335,0.053333333333333344,0.03333333333333333,2000,0.0016964340810938076,0.0016964340810938076,0.0016964340810938076,314_313:0.034487332094762985; 314_315:1,314_313:660; 314_315:660
315,80.06622456998858,116.89894067447314,5.271664966950168,-0.3001761160107433,0.05499999999999994,0.053333333333333344,0.056666666666666664,2000,0.2379000754030521,0.2379000754030521,0.2379000754030521,undefined,undefined
316,68.10856404758478,56.74528494225248,5.222876861495472,-0.2998166166884839,0.08499999999999996,0.10666666666666667,0.06333333333333335,2000,0.0002977167605409708,0.0002977167605409708,0.0002977167605409708,316_317:0.025218913815582056; 316_315:1,316_317:660; 316_315:660
317,132.19892359955776,15.379982532335605,5.285229532369958,-0.2418321487646685,0.13666666666666671,0.12,0.15333333333333332,2000,0.004046628108988454,0.004046628108988454,0.004046628108988454,317_301:0.106420314292283,317_301:660
318,18.40188682009565,12.9055869079906,5.443830360222442,-0.2912124151368389,0.025000000000000022,0.033333333333333326,0.016666666666666666,2000,0.001874572542765134,0.001874572542765134,0.001874572542765134,318_319:0.027711680236264857; 318_317:0.038461332884258376,318_319:660; 318_317:660
319,91.35797728143461,101.28766833797266,5.262854754957236,-0.2999324502778606,0.0121,0.019399999999999973,0.0048,2000,0.0003712982984517308,0.0003712982984517308,0.0003712982984517308,undefined,undefined
320,74.90413985659738,95.30777529478759,5.178763046667773,-0.3000998645471625,0.012699999999999934,0.015000000000000013,0.0104,2000,0.0005893874402476851,0.0005893874402476851,0.0005893874402476851,320_321:0.014545247839466952; 320_319:0.013488959851733706,320_321:660; 320_319:660
321,105.8508806735504,42.22584776780252,5.295175240969912,-0.29962532188132984,0.027100000000000013,0.033399999999999985,0.0208,2000,0.0008718688358645993,0.0008718688358645993,0.0008718688358645993,321_302:0.025853240041104314,321_302:660
322,45.34864619223757,49.12725995971275,5.440267559030794,-0.293473890932222,0.04469999999999996,0.0502,0.03920000000000001,2000,0.0006494013841036152,0.0006494013841036152,0.0006494013841036152,322_321:0.05208437631676771; 322_323:0.019171906878763106,322_321:660; 322_323:660
323,65.50900690952545,57.00230915118449,5.374868168408303,-0.29859176542707705,0.010000000000000009,0.012,0.008000000000000007,2000,0.0005099640713751368,0.0005099640713751368,0.0005099640713751368,323_324:0.02554977751170931,323_324:660
324,39.13080196571907,93.8299416781593,5.1636540368712724,-0.3004504241008274,0.014899999999999913,0.0186,0.011199999999999988,2000,0.0007157710387529845,0.0007157710387529845,0.0007157710387529845,324_325:0.024629241339829466,324_325:660
325,148.78351815666187,83.92387240649485,5.202500006240514,-0.30087075533459984,0.047900000000000054,0.0494,0.0464,2000,0.000667115771303485,0.000667115771303485,0.000667115771303485,325_326:0.024232495395370007; 325_303:0.023979599302008853,325_326:660; 325_303:660
326,54.383363115898895,56.41968036195477,5.406387820200713,-0.2947911441922805,0.05833333333333335,0.05666666666666664,0.06,2000,0.0009582743608575179,0.0009582743608575179,0.0009582743608575179,326_327:0.16279693648969934,326_327:660
327,67.04635383641077,53.99793327805271,5.126234274727319,-0.28414310135352344,0.09999999999999998,0.11333333333333333,0.08666666666666667,2000,0.001514573871642221,0.001514573871642221,0.001514573871642221,undefined,undefined
328,25.288330613053507,21.93696779774753,5.184873928267507,-0.37879921786623977,0.11470000000000002,0.0938,0.1356,2000,0.0019087394517660694,0.0019087394517660694,0.0019087394517660694,328_329:0.03669779951071425; 328_327:0.03725879844711735,328_329:660; 328_327:660
329,42.817572977874164,39.57323490857756,5.102974960488137,-0.3021772726427178,0.07020000000000004,0.0726,0.0678,2000,0.0007405274952388977,0.0007405274952388977,0.0007405274952388977,329_304:0.03133303821414368,329_304:660
330,46.11159829354299,40.30759966378174,5.327407669524518,-0.2962766011302826,0.0766,0.0882,0.06499999999999995,2000,0.0005451337508273709,0.0005451337508273709,0.0005451337508273709,330_329:0.014508418642595888; 330_331:0.015944869334424294,330_329:660; 330_331:660
331,117.85548656353251,107.97310070759072,5.275236574565368,-0.29964558686167136,0.03249999999999997,0.025000000000000022,0.04,2000,0.0003817577379775119,0.0003817577379775119,0.0003817577379775119,undefined,undefined
332,50.05152568983474,27.15130193128211,5.043360402918486,-0.23498923738924662,0.09666666666666668,0.11333333333333329,0.08,2000,0.0028955151702038475,0.0028955151702038475,0.0028955151702038475,332_341:1,332_341:660
333,73.7007136803561,85.4513232276679,5.094291264046419,-0.3024592745445672,0.02950000000000008,0.0342,0.024800000000000044,2000,0.0005730670392245767,0.0005730670392245767,0.0005730670392245767,333_345:0.10337005682972226; 333_311:0.01480379858591846,333_345:1260; 333_311:660
334,33.05840680068241,59.82983568256981,5.131708447894118,-0.3010584679002423,0.03833333333333333,0.043333333333333335,0.03333333333333333,2000,0.000987737075252503,0.000987737075252503,0.000987737075252503,334_349:0.01987127584280371; 334_315:1,334_349:780; 334_315:660
335,98.41308393862845,112.8723566974498,5.393907916650936,-0.29755543211188695,0.15359999999999996,0.1614,0.14580000000000004,2000,0.0004858074784120514,0.0004858074784120514,0.0004858074784120514,335_319:0.011661537867292793; 335_353:0.013734117952796832,335_319:660; 335_353:660
336,119.00504382204032,53.45424851437606,5.166489627959118,-0.3010014289028185,0.02299999999999991,0.024599999999999955,0.0214,2000,0.0006344406216851815,0.0006344406216851815,0.0006344406216851815,336_323:0.022799657137416607; 336_357:0.015805744676637618,336_323:660; 336_357:660
337,9.951312043288839,8.881754511905829,5.289389540028974,-0.2990340309896536,0.04830000000000001,0.053200000000000025,0.0434,2000,0.0005272730044843912,0.0005272730044843912,0.0005272730044843912,337_327:0.014899294684284636; 337_361:0.01758573651220438,337_327:660; 337_361:660
338,123.10820197378632,13.436552397556332,5.1757683471197256,-0.30057052826287456,0.015199999999999991,0.019000000000000017,0.0114,2000,0.0007452779269760683,0.0007452779269760683,0.0007452779269760683,338_365:0.031378927871394985; 338_331:0.012648561592368268,338_365:660; 338_331:660
339,123.79300385588796,84.80930081716458,5.357383936337278,-0.2972287386352607,0.1383333333333333,0.14333333333333334,0.1333333333333333,2000,0.00040762194897610684,0.00040762194897610684,0.00040762194897610684,339_366:0.08539015198524565; 339_340:0.013479504684766414,339_366:660; 339_340:660
340,134.52792163759125,137.65501540640702,5.155738384322366,-0.3007977596301316,0.018999999999999906,0.0174,0.02059999999999995,2000,0.0005438022081347666,0.0005438022081347666,0.0005438022081347666,340_341:0.01899893694234825,340_341:660
341,45.044446320703784,53.013294157535725,5.092595678936789,-0.2984438062762068,0.026666666666666616,0.036666666666666625,0.016666666666666666,2000,0.0012543014529985464,0.0012543014529985464,0.0012543014529985464,341_342:0.18893245149409602,341_342:660
342,33.25199559263742,44.261008016614596,5.042770841515488,-0.3021097090847467,0.13329999999999997,0.14100000000000001,0.1256,2000,0.0012147838939009653,0.0012147838939009653,0.0012147838939009653,undefined,undefined
343,130.5989910689207,61.70756127607478,5.294071485062649,-0.29872554107313065,0.32099999999999995,0.1916,0.4504,2000,0.0006075928252791765,0.0006075928252791765,0.0006075928252791765,343_342:0.020365730812266253; 343_344:0.01881697715468189,343_342:660; 343_344:660
344,89.37512274080969,43.67656789006339,5.340062812385158,-0.29746117072183614,0.0393,0.04359999999999997,0.035,2000,0.0005268997942324533,0.0005268997942324533,0.0005268997942324533,344_345:0.021304435493296497,344_345:660
345,107.85531776022286,50.12067590299572,5.305315692764149,-0.2718840806585442,0.11333333333333329,0.1233333333333333,0.10333333333333333,2000,0.0009843253607819263,0.0009843253607819263,0.0009843253607819263,345_346:0.2266414765096351,345_346:660
346,107.38977182761161,68.03156589225628,5.0943844363071165,-0.30102691599666176,0.05833333333333335,0.06333333333333335,0.05333333333333334,2000,0.0004665954299731197,0.0004665954299731197,0.0004665954299731197,346_347:0.02376210307629814,346_347:660
347,90.80751458763078,95.16947550559658,5.203422384350687,-0.3010176831828049,0.011900000000000022,0.0134,0.010399999999999965,2000,0.00043791070359531803,0.00043791070359531803,0.00043791070359531803,347_348:0.06390772113108406,347_348:660
348,93.4135057380448,81.15464771120634,5.307413212878606,-0.2973338993558814,0.09539999999999993,0.0918,0.09899999999999998,2000,0.001998594841278207,0.001998594841278207,0.001998594841278207,348_349:0.03163048599494073,348_349:660
349,67.7473970577056,77.01176105388878,5.329240221470035,-0.2994260984399764,0.03479999999999994,0.03420000000000001,0.0354,2000,0.002297988793642935,0.002297988793642935,0.002297988793642935,undefined,undefined
350,124.92790193608943,24.34380884165706,5.248600858492396,-0.298052742089896,0.13080000000000003,0.1268,0.13480000000000003,2000,0.002104561397250104,0.002104561397250104,0.002104561397250104,350_349:0.02739335682944627; 350_351:0.02252305207780908,350_349:660; 350_351:660
351,65.1662773997076,20.566935777833955,5.313217606252467,-0.29814573254037524,0.027700000000000058,0.03,0.025399999999999978,2000,0.0006176750798362856,0.0006176750798362856,0.0006176750798362856,351_352:0.023975051395951796,351_352:660
352,79.4515433441786,87.93614883785129,5.200905210720401,-0.2993177005994251,0.014499999999999957,0.0144,0.014599999999999946,2000,0.0007021332050088395,0.0007021332050088395,0.0007021332050088395,352_353:0.017436558999422508,352_353:660
353,72.98165047628041,71.41705769293934,5.33904269704001,-0.2993382977547651,0.062000000000000055,0.061799999999999966,0.0622,2000,0.0005799338634372265,0.0005799338634372265,0.0005799338634372265,353_354:0.04659325383881022,353_354:660
354,103.68737551754505,99.55964437203504,5.059969130406108,-0.30181416879457246,0.07329999999999992,0.08819999999999995,0.0584,2000,0.0006669964944851738,0.0006669964944851738,0.0006669964944851738,354_355:0.023571398833426543,354_355:660
355,76.01762119485178,18.36352049983963,5.165192955742916,-0.300405085572386,0.08540000000000003,0.09540000000000004,0.0754,2000,0.003289887225784857,0.003289887225784857,0.003289887225784857,355_370:0.030408737458988255; 355_356:0.07497132981657559,355_370:660; 355_356:660
356,95.72576961758645,36.91209798856338,5.279821826496649,-0.29779466914744357,0.023800000000000043,0.029200000000000004,0.0184,2000,0.0005803163172206416,0.0005803163172206416,0.0005803163172206416,356_357:0.034667622872833176,356_357:660
357,85.33571003761163,86.6901760870597,5.351938872344753,-0.2988263746377012,0.011499999999999955,0.010399999999999965,0.0126,2000,0.00040952151092810054,0.00040952151092810054,0.00040952151092810054,357_358:0.012120935512739434,357_358:660
358,102.90817739386019,95.77805954006448,5.225007685310438,-0.29883353125808126,0.03390000000000004,0.0378,0.030000000000000027,2000,0.00045272836549086035,0.00045272836549086035,0.00045272836549086035,358_359:0.013935714409278266,358_359:660
359,11.358280078044436,73.08516773137362,5.133214034531327,-0.30093071798171434,0.013600000000000056,0.0158,0.011399999999999966,2000,0.0005947689768908295,0.0005947689768908295,0.0005947689768908295,359_360:0.017492845989613343,359_360:660
